Time,Flux,Flux_err
2458326.420914135,6367.394,12.015093
2458326.422303031,6367.7314,12.018029
2458326.4236919275,6344.7246,12.007063
2458326.425080824,6368.4463,12.019732
2458326.4264697195,6372.825,12.031395
2458326.427858616,6357.4883,12.021885
2458326.429247512,6356.4287,12.0159855
2458326.4306364083,6360.045,12.017835
2458326.4320253045,6372.4424,12.027096
2458326.4334142003,6384.17,12.021322
2458326.4348030966,6385.506,12.030203
2458326.436191993,6374.9,12.018267
2458326.437580889,6365.6113,12.03145
2458326.4389697853,6378.11,12.035215
2458326.440358681,6372.963,12.0215845
2458326.4417475774,6356.6714,12.020877
2458326.4431364737,6374.414,12.020769
2458326.44452537,6354.0054,12.019614
2458326.445914266,6367.1187,12.028017
2458326.447303162,6372.133,12.021045
2458326.448692058,6353.484,12.026904
2458326.4500809545,6374.2544,12.01473
2458326.4514698507,6356.1377,12.018822
2458326.452858747,6347.388,12.019426
2458326.454247643,6378.825,12.0248375
2458326.455636539,6372.699,12.025297
2458326.457025435,6351.409,12.029301
2458326.458414331,6358.1953,12.029808
2458326.459803228,6359.411,12.022974
2458326.461192124,6366.1035,12.021801
2458326.46258102,6348.563,12.031662
2458326.463969916,6359.889,12.019979
2458326.465358812,6367.366,12.034851
2458326.466747708,6370.329,12.026889
2458326.4681366044,6369.9536,12.035662
2458326.4695255007,6368.073,12.033126
2458326.4709143965,6360.8555,12.026052
2458326.4723032927,6356.5444,12.0288515
2458326.473692189,6393.2095,12.0352745
2458326.475081085,6347.2637,12.025012
2458326.476469981,6360.336,12.029858
2458326.4778588773,6358.952,12.024871
2458326.479247773,6381.2515,12.026534
2458326.48063667,6383.8784,12.036252
2458326.482025566,6364.15,12.043476
2458326.483414462,6351.596,12.038212
2458326.484803358,6349.389,12.024099
2458326.4861922543,6355.785,12.042299
2458326.4875811506,6375.4453,12.04197
2458326.4889700464,6347.764,12.024856
2458326.4903589427,6374.931,12.043073
2458326.491747839,6361.296,12.0376625
2458326.4931367347,6362.151,12.033153
2458326.494525631,6365.7925,12.033754
2458326.495914527,6355.637,12.034273
2458326.4973034235,6379.3022,12.046489
2458326.4986923197,6336.7417,12.031499
2458326.5000812155,6367.2153,12.037994
2458326.501470112,6368.8657,12.034525
2458326.502859008,6361.4385,12.039789
2458326.504247904,6382.085,12.047963
2458326.5056368,6351.323,12.036547
2458326.5070256963,6343.89,12.038866
2458326.5084145926,6329.4663,12.032869
2458326.509803489,6342.8755,12.023905
2458326.5111923846,6367.7056,12.043552
2458326.512581281,6356.9937,12.043993
2458326.513970177,6372.433,12.04387
2458326.5153590734,6371.833,12.060944
2458326.516747969,6361.07,12.039508
2458326.518136865,6364.321,12.049661
2458326.5195257617,6378.4297,12.050293
2458326.520914658,6365.198,12.048036
2458326.5223035538,6368.0083,12.049766
2458326.52369245,6375.356,12.047521
2458326.5250813463,6351.0366,12.046355
2458326.5264702425,6365.7715,12.047932
2458326.5278591383,6370.9434,12.048793
2458326.5292480346,6348.239,12.036233
2458326.5306369304,6359.5566,12.052574
2458326.5320258266,6368.846,12.045707
2458326.533414723,6359.047,12.045299
2458326.534803619,6367.6997,12.0481205
2458326.536192515,6371.515,12.054391
2458326.537581411,6366.7417,12.048039
2458326.5389703074,6367.4077,12.056074
2458326.540359204,6354.689,12.044689
2458326.5417480995,6367.8457,12.067599
2458326.543136996,6347.4546,12.049615
2458326.544525892,6341.491,12.037996
2458326.5459147883,6372.6733,12.054981
2458326.547303684,6356.021,12.056687
2458326.5486925803,6375.208,12.064439
2458326.5500814766,6360.93,12.074391
2458326.551470373,6368.3486,12.0708685
