Time,Flux,Flux_err
2458343.212561976,6358.977,11.74493
2458343.213950854,6374.952,11.753024
2458343.215339731,6372.519,11.737483
2458343.2167286086,6384.36,11.757675
2458343.218117486,6348.0522,11.732916
2458343.219506364,6392.5874,11.74522
2458343.220895241,6366.4653,11.7350235
2458343.222284118,6354.726,11.736732
2458343.2236729963,6379.2974,11.748811
2458343.225061874,6357.2344,11.732999
2458343.2264507515,6344.383,11.73379
2458343.227839629,6381.0845,11.73431
2458343.2292285063,6380.142,11.738138
2458343.230617384,6364.1133,11.738774
2458343.2320062616,6350.6387,11.747183
2458343.233395139,6369.1675,11.726405
2458343.234784017,6350.624,11.722998
2458343.236172894,6336.207,11.723677
2458343.237561772,6372.309,11.747837
2458343.2389506493,6367.205,11.725816
2458343.240339527,6370.7783,11.730912
2458343.2417284045,6376.6406,11.736716
2458343.2431172817,6351.4985,11.732927
2458343.24450616,6375.3115,11.726847
2458343.245895037,6359.8335,11.734372
2458343.2472839146,6373.0264,11.738076
2458343.248672792,6358.163,11.732521
2458343.2500616694,6343.1865,11.71618
2458343.2514505466,6362.401,11.731109
2458343.252839424,6366.2456,11.725168
2458343.254228302,6374.8613,11.727969
2458343.2556171794,6367.78,11.731182
2458343.257006057,6357.674,11.738545
2458343.2583949342,6368.049,11.7319
2458343.259783812,6353.814,11.720389
2458343.261172689,6362.871,11.726254
2458343.2625615667,6360.3643,11.72579
2458343.2639504443,6382.5127,11.729671
2458343.265339322,6381.286,11.730152
2458343.2667282,6373.1665,11.730602
2458343.2681170767,6343.9683,11.724552
2458343.2695059543,6340.1846,11.725772
2458343.270894832,6373.298,11.719983
2458343.2722837096,6366.581,11.720397
2458343.273672587,6374.268,11.735116
2458343.2750614644,6347.635,11.718588
2458343.276450342,6378.916,11.728383
2458343.277839219,6359.6846,11.718468
2458343.279228097,6351.9917,11.718535
2458343.2806169745,6371.445,11.723906
2458343.282005852,6346.45,11.70955
2458343.2833947293,6371.341,11.716244
2458343.284783607,6348.6265,11.717798
2458343.2861724845,6358.9146,11.722761
2458343.2875613617,6352.459,11.733842
2458343.28895024,6368.051,11.740771
2458343.290339117,6359.187,11.71514
2458343.291727994,6372.569,11.721932
2458343.293116872,6359.899,11.71938
2458343.294505749,6362.473,11.713195
2458343.2958946265,6368.5923,11.721357
2458343.297283504,6373.7554,11.721728
2458343.2986723813,6383.54,11.712754
2458343.300061259,6384.146,11.727019
2458343.3014501366,6368.0244,11.71229
2458343.3028390137,6365.1094,11.718994
2458343.3042278914,6380.2134,11.714991
2458343.305616769,6366.753,11.727047
2458343.307005646,6371.8203,11.705484
2458343.308394524,6360.67,11.714194
2458343.309783401,6361.2744,11.701133
2458343.3111722786,6357.961,11.712165
2458343.312561156,6344.561,11.714253
2458343.3139500334,6369.655,11.709266
2458343.315338911,6379.439,11.7119875
2458343.3167277887,6370.0903,11.708161
2458343.318116666,6367.4194,11.713706
2458343.3195055434,6351.4883,11.7023535
2458343.320894421,6364.571,11.713139
2458343.3222832982,6355.0986,11.708121
2458343.323672176,6369.325,11.70234
2458343.325061053,6359.043,11.7046385
2458343.3264499307,6369.2017,11.699203
2458343.3278388083,6369.247,11.7094145
2458343.329227685,6368.591,11.696978
2458343.330616563,6361.677,11.702561
2458343.3320054407,6360.4785,11.702971
2458343.333394318,6375.0264,11.706869
2458343.3347831955,6377.56,11.6999655
2458343.3361720727,6393.202,11.728558
2458343.33756095,6339.999,11.7002325
2458343.3389498275,6339.5703,11.687374
2458343.340338705,6354.996,11.69472
2458343.3417275823,6348.316,11.694136
2458343.34311646,6355.1704,11.686983
2458343.344505337,6363.816,11.71242
2458343.3458942147,6352.727,11.705495
2458343.3472830923,6354.2153,11.699859
