Time,Flux,Flux_err
2458329.219538324,6370.4736,11.801259
2458329.220927218,6349.467,11.792538
2458329.2223161124,6378.9844,11.814294
2458329.2237050063,6377.5654,11.811862
2458329.2250939007,6365.1665,11.800692
2458329.226482795,6363.354,11.81661
2458329.227871689,6393.9863,11.821106
2458329.229260584,6378.7397,11.809283
2458329.230649478,6369.0684,11.793889
2458329.232038372,6352.975,11.801333
2458329.2334272666,6351.569,11.796785
2458329.234816161,6372.4272,11.804306
2458329.236205055,6369.9585,11.8046255
2458329.238982844,6391.784,11.812183
2458329.240371738,6359.9307,11.799789
2458329.241760632,6365.7856,11.819072
2458329.2431495264,6378.933,11.80173
2458329.244538421,6367.2354,11.80267
2458329.245927315,6361.8135,11.819487
2458329.247316209,6377.323,11.812369
2458329.2487051035,6360.2456,11.799235
2458329.250093997,6360.7705,11.793871
2458329.251482892,6375.296,11.805288
2458329.2528717862,6377.594,11.807478
2458329.25426068,6373.15,11.795261
2458329.2556495746,6355.8135,11.793218
2458329.257038469,6380.958,11.811506
2458329.258427363,6353.377,11.801384
2458329.2598162573,6381.1113,11.815583
2458329.261205152,6382.666,11.802372
2458329.262594046,6372.5723,11.803862
2458329.26398294,6376.8115,11.812352
2458329.2653718344,6374.3037,11.807983
2458329.266760729,6366.0835,11.806169
2458329.2681496227,6399.296,11.818183
2458329.269538517,6379.9023,11.808705
2458329.2709274115,6372.845,11.8023615
2458329.2723163054,6360.9966,11.80586
2458329.2737052,6348.8413,11.7859745
2458329.275094094,6363.5073,11.791408
2458329.276482988,6373.815,11.803974
2458329.2778718825,6349.2314,11.784789
2458329.279260777,6355.3853,11.79828
2458329.280649671,6349.2583,11.784671
2458329.2820385653,6365.7324,11.786237
2458329.28342746,6364.096,11.790684
2458329.2848163536,6351.8843,11.789058
2458329.2862052475,6355.876,11.786941
2458329.287594142,6361.984,11.792044
2458329.2889830363,6378.7065,11.795778
2458329.29037193,6363.067,11.794473
2458329.2917608246,6370.445,11.811169
2458329.293149719,6360.4575,11.788607
2458329.294538613,6364.264,11.788362
2458329.295927508,6351.377,11.790998
2458329.2973164017,6362.0864,11.786714
2458329.298705296,6357.3267,11.783904
2458329.30009419,6371.8774,11.792088
2458329.301483084,6377.2095,11.793037
2458329.3028719784,6336.7583,11.775659
2458329.304260873,6366.0977,11.780614
2458329.3056497667,6375.576,11.779771
2458329.307038661,6384.906,11.790399
2458329.3084275555,6370.1836,11.785056
2458329.3098164494,6354.1646,11.775811
2458329.311205344,6375.218,11.785182
2458329.3125942377,6361.538,11.781612
2458329.313983132,6372.237,11.783834
2458329.3153720265,6365.873,11.79928
2458329.3167609205,6375.086,11.784293
2458329.318149815,6344.651,11.776741
2458329.319538709,6378.1514,11.7868805
2458329.320927603,6371.624,11.778371
2458329.322316497,6361.7983,11.779491
2458329.3237053915,6361.7295,11.781618
2458329.3250942854,6365.028,11.791489
2458329.32648318,6354.517,11.773652
2458329.3278720737,6388.0723,11.790563
2458329.329260968,6354.965,11.775048
2458329.330649862,6345.436,11.7725
2458329.3320387565,6358.6665,11.778999
2458329.3334276504,6361.941,11.77149
2458329.334816545,6374.079,11.797013
2458329.336205439,6377.932,11.781253
2458329.337594333,6356.627,11.777551
2458329.3389832275,6374.6504,11.782101
2458329.3403721214,6380.6772,11.787188
2458329.341761016,6362.311,11.770992
2458329.3431499097,6358.457,11.770908
2458329.344538804,6373.4297,11.782349
2458329.345927698,6367.6724,11.773345
2458329.3473165925,6385.606,11.790772
2458329.3487054864,6372.3364,11.774715
2458329.350094381,6344.3545,11.768949
2458329.3514832747,6358.04,11.780821
2458329.352872169,6342.4307,11.767022
2458329.354261063,6365.6177,11.78387
2458329.355649957,6372.8193,11.792843
2458329.357038852,6366.3867,11.773647
2458329.3584277453,6366.85,11.777863
2458329.35981664,6358.398,11.776563
2458329.3612055336,6370.8574,11.787356
2458329.362594428,6356.2515,11.775841
2458329.363983322,6363.994,11.772555
2458329.3653722163,6362.4844,11.784952
2458329.3667611103,6385.365,11.782145
2458329.3681500047,6361.5713,11.79083
2458329.3695388986,6343.836,11.767911
2458329.370927793,6374.811,11.774752
2458329.372316687,6353.9956,11.765481
2458329.3737055813,6383.143,11.766914
2458329.375094475,6330.0996,11.776696
2458329.3764833696,6373.054,11.77176
2458329.3778722635,6353.5625,11.770882
2458329.379261158,6353.0337,11.759175
2458329.380650052,6375.1387,11.774059
2458329.3820389463,6358.3516,11.767377
2458329.38342784,6377.608,11.774167
2458329.3848167346,6363.173,11.771864
2458329.3862056285,6370.6274,11.774548
2458329.3875945224,6365.538,11.769599
2458329.388983417,6355.533,11.763305
2458329.391761205,6370.3823,11.775399
2458329.393150099,6371.185,11.780093
2458329.394538993,6368.2627,11.777338
