Time,Flux,Flux_err
2459070.8428140683,6268.3633,11.419971
2459070.8442029487,6293.3037,11.435813
2459070.845591829,6282.9395,11.427821
2459070.846980709,6291.363,11.434672
2459070.848369589,6301.103,11.441047
2459070.84975847,6286.379,11.4269285
2459070.8511473504,6285.278,11.425354
2459070.852536231,6281.1177,11.424389
2459070.8539251112,6269.967,11.419858
2459070.855313992,6291.148,11.439423
2459070.856702872,6280.6265,11.431111
2459070.858091752,6294.357,11.436863
2459070.8594806325,6266.0044,11.42136
2459070.860869513,6280.872,11.4297285
2459070.8622583933,6278.9873,11.43326
2459070.8636472737,6268.353,11.427904
2459070.865036154,6277.8696,11.430121
2459070.866425034,6284.4014,11.443065
2459070.8678139145,6285.6724,11.431107
2459070.869202795,6291.4155,11.441031
2459070.8705916754,6276.9175,11.434358
2459070.871980556,6267.812,11.428522
2459070.873369436,6278.2856,11.433215
2459070.874758316,6273.6846,11.432925
2459070.8761471966,6280.6426,11.431538
2459070.877536077,6306.3726,11.448369
2459070.878924957,6277.3823,11.430106
2459070.880313838,6296.055,11.4465475
2459070.881702718,6282.5693,11.435037
2459070.8830915983,6279.392,11.431899
2459070.8844804787,6268.686,11.433024
2459070.885869359,6293.384,11.442356
2459070.88725824,6275.8413,11.445066
2459070.8886471195,6281.9746,11.451377
2459070.890036,6283.842,11.439437
2459070.8914248804,6263.194,11.424394
2459070.8928137603,6293.218,11.447326
2459070.8942026407,6290.8433,11.443337
2459070.895591521,6281.6807,11.449066
2459070.8969804016,6289.7944,11.4378
2459070.898369282,6289.5327,11.43777
2459070.899758162,6290.392,11.44953
2459070.9011470424,6301.2593,11.450051
2459070.902535923,6292.357,11.443593
2459070.9039248032,6290.9316,11.447981
2459070.905313684,6292.237,11.434284
2459070.906702564,6287.6274,11.445982
2459070.908091444,6281.423,11.432904
2459070.9094803245,6296.989,11.444093
2459070.910869205,6285.6553,11.440766
2459070.9122580853,6281.034,11.439132
2459070.9136469653,6293.799,11.439708
2459070.9150358457,6265.5903,11.433458
2459070.916424726,6297.966,11.446278
2459070.9178136066,6290.225,11.437843
2459070.9192024865,6281.1245,11.427466
2459070.920591367,6297.5703,11.443315
2459070.9219802474,6273.5015,11.4354315
2459070.923369128,6271.2886,11.42708
2459070.924758008,6301.7783,11.443837
2459070.926146888,6270.1235,11.432243
2459070.9275357686,6282.606,11.442398
2459070.928924649,6274.772,11.429633
2459070.930313529,6279.149,11.435206
2459070.9317024094,6286.3677,11.430892
2459070.9330912894,6298.705,11.43263
2459070.93448017,6281.316,11.432388
2459070.93586905,6280.618,11.423578
2459070.93725793,6274.6157,11.434892
2459070.9386468106,6293.8613,11.436591
2459070.940035691,6287.1733,11.426112
2459070.9414245714,6280.5933,11.434743
2459070.9428134514,6296.626,11.431544
2459070.944202332,6268.0596,11.418775
2459070.945591212,6304.293,11.440151
2459070.946980092,6276.767,11.42676
2459070.9483689726,6303.701,11.434577
2459070.9497578526,6300.9956,11.444436
2459070.951146733,6277.345,11.429262
2459070.952535613,6273.5186,11.433439
2459070.953924494,6281.447,11.439997
2459070.955313374,6294.837,11.438185
2459070.9567022542,6257.394,11.422518
2459070.9580911347,6272.238,11.42919
2459070.9594800146,6280.7715,11.430499
2459070.960868895,6297.138,11.432136
2459070.9622577755,6277.6133,11.426014
2459070.9636466554,6302.9062,11.432819
2459070.965035536,6271.3633,11.417751
2459070.966424416,6291.4497,11.428869
2459070.967813296,6282.3257,11.429097
2459070.9692021767,6300.2524,11.434911
2459070.9705910566,6291.9766,11.42857
2459070.971979937,6288.7764,11.427725
2459070.973368817,6281.622,11.426864
2459070.974757697,6267.129,11.411001
2459070.976146578,6276.2407,11.419518
2459070.9775354583,6267.513,11.423388
2459070.9789243382,6287.691,11.412309
2459070.9803132187,6299.7144,11.424923
2459070.9817020986,6288.719,11.426516
2459070.983090979,6265.197,11.413673
2459070.9844798595,6306.4624,11.433399
2459070.9858687394,6282.551,11.418004
2459070.98725762,6278.2153,11.417037
2459070.9886465003,6301.3335,11.422815
2459070.99003538,6278.184,11.42397
2459070.9914242607,6283.216,11.42297
2459070.9928131406,6267.739,11.413627
2459070.994202021,6278.3833,11.406251
2459070.995590901,6284.881,11.424059
2459070.9969797814,6277.1694,11.411244
2459070.998368662,6288.268,11.419933
2459070.999757542,6291.5273,11.415708
2459071.0011464222,6294.44,11.426822
2459071.002535302,6294.911,11.4150305
2459071.0039241826,6245.0,11.396771
2459071.005313063,6265.4395,11.404292
2459071.006701943,6270.483,11.407914
2459071.0080908234,6274.276,11.406939
2459071.0094797034,6270.161,11.4028635
2459071.010868584,6278.273,11.4050045
2459071.012257464,6289.4077,11.41493
2459071.013646344,6289.069,11.410033
2459071.0150352246,6310.461,11.41622
2459071.0164241046,6289.702,11.410421
2459071.017812985,6305.5747,11.418252
2459071.019201865,6275.974,11.408709
2459071.0205907454,6271.846,11.391975
2459071.0219796253,6281.881,11.407982
2459071.0233685058,6272.1523,11.40581
2459071.0247573857,6265.7637,11.3995495
2459071.026146266,6276.322,11.404076
2459071.027535146,6276.406,11.405098
2459071.0289240265,6289.2046,11.409019
2459071.030312907,6292.0776,11.41937
2459071.031701787,6275.6064,11.407346
2459071.033090667,6291.4404,11.408444
2459071.0344795478,6294.887,11.40913
2459071.035868428,6296.468,11.411463
2459071.037257308,6271.8906,11.403868
2459071.038646188,6276.57,11.403331
2459071.040035068,6260.6797,11.401053
2459071.041423948,6277.7227,11.396608
2459071.0428128284,6269.4004,11.404307
2459071.044201709,6276.745,11.397103
2459071.045590589,6283.252,11.403296
2459071.046979469,6297.1953,11.407309
2459071.048368349,6279.1055,11.400211
2459071.0497572296,6273.341,11.407568
2459071.0511461096,6262.4297,11.39283
2459071.052534989,6284.578,11.399551
2459071.05392387,6279.2666,11.407503
2459071.0553127504,6300.9873,11.401522
2459071.0567016304,6279.824,11.405303
2459071.0580905103,6276.968,11.401803
2459071.0594793907,6280.3154,11.399663
2459071.0608682707,6281.2993,11.40546
2459071.062257151,6273.8374,11.405051
2459071.063646031,6279.4883,11.4036255
2459071.0650349115,6279.0205,11.403075
2459071.0664237915,6263.1445,11.389985
2459071.0678126714,6262.3755,11.390128
2459071.069201552,6241.8457,11.386424
2459071.0705904323,6234.041,11.38257
2459071.071979312,6220.9873,11.372308
2459071.073368192,6203.955,11.359343
2459071.0747570726,6196.782,11.355446
