Time,Flux,Flux_err
2459068.0442173425,6268.262,10.982081
2459068.045606226,6286.942,10.984968
2459068.046995109,6297.124,10.988921
2459068.048383992,6269.3364,10.982732
2459068.049772876,6288.5884,10.989512
2459068.0511617586,6289.753,10.992487
2459068.052550642,6256.64,10.975487
2459068.053939525,6276.854,10.987855
2459068.0553284087,6272.096,10.980505
2459068.0567172915,6307.827,10.990435
2459068.0581061747,6260.8145,10.972481
2459068.059495058,6267.396,10.975129
2459068.060883941,6287.7725,10.985257
2459068.0622728243,6273.282,10.981305
2459068.063661708,6280.001,10.977714
2459068.065050591,6292.6807,10.988386
2459068.066439474,6301.445,10.985628
2459068.067828357,6284.25,10.993092
2459068.0692172404,6276.262,10.9842205
2459068.070606124,6282.3066,10.984683
2459068.071995007,6284.48,10.976469
2459068.07338389,6275.307,10.981411
2459068.0747727733,6278.9707,10.985479
2459068.0761616565,6286.835,10.981998
2459068.0775505397,6276.915,10.992254
2459068.078939423,6282.1997,10.983517
2459068.080328306,6260.3745,10.972466
2459068.0817171894,6280.93,10.984201
2459068.083106072,6294.3145,10.992173
2459068.0844949554,6275.4053,10.980569
2459068.0858838386,6270.476,10.9754
2459068.087272722,6285.0386,10.996172
2459068.088661605,6282.1074,10.997964
2459068.090050488,6277.607,10.983464
2459068.0914393715,6287.3687,10.992854
2459068.0928282547,6265.5356,10.9802475
2459068.094217138,6277.9956,10.987094
2459068.095606021,6282.7153,10.985474
2459068.0969949043,6279.278,10.979002
2459068.098383787,6275.094,10.9901085
2459068.0997726703,6311.6187,11.007212
2459068.101161553,6271.881,10.988025
2459068.1025504367,6282.039,10.991657
2459068.10393932,6285.388,10.992159
2459068.105328203,6291.5176,10.990477
2459068.1067170864,6265.3335,10.982077
2459068.108105969,6252.879,10.974325
2459068.1094948524,6294.4043,10.991982
2459068.110883736,6293.274,10.993355
2459068.112272619,6294.8633,10.998554
2459068.113661502,6290.374,10.986814
2459068.115050385,6274.3003,10.985405
2459068.1164392685,6294.8804,10.997279
2459068.117828151,6283.2163,10.98365
2459068.1192170344,6281.6753,10.981216
2459068.1206059176,6268.6,10.978533
2459068.121994801,6289.4136,10.9944725
2459068.123383684,6271.862,10.985258
2459068.124772567,6295.169,10.996591
2459068.12616145,6296.3423,10.999079
2459068.1275503333,6270.156,10.981587
2459068.1289392165,6270.2856,10.982286
2459068.1303281,6292.747,10.992745
2459068.131716983,6272.137,10.984243
2459068.1331058657,6283.871,11.003113
2459068.134494749,6262.8525,10.986614
2459068.135883632,6289.77,11.001117
2459068.137272516,6282.975,10.992768
2459068.138661398,6280.539,11.000817
2459068.1400502813,6277.486,10.990382
2459068.1414391645,6297.708,11.006777
2459068.142828048,6288.7954,10.998228
2459068.1442169305,6284.0767,10.988046
2459068.1456058137,6286.4966,10.999754
2459068.146994697,6295.474,10.992025
2459068.14838358,6293.791,10.997655
2459068.149772464,6298.718,11.013668
2459068.151161346,6272.6206,10.990713
2459068.1525502293,6272.2407,10.990797
2459068.153939113,6282.759,10.9977455
2459068.155327996,6277.998,10.99485
2459068.1567168785,6275.532,10.987088
2459068.1581057617,6279.6177,10.998984
2459068.159494645,6280.735,10.996615
2459068.160883528,6282.1694,10.995522
2459068.162272411,6283.425,11.001872
2459068.163661294,6286.728,11.003209
2459068.1650501774,6278.8184,10.987312
2459068.1664390606,6271.03,10.995852
2459068.167827944,6273.902,10.999154
2459068.1692168266,6288.554,10.996499
2459068.17060571,6268.4443,10.987831
2459068.1719945925,6295.629,11.014784
2459068.173383476,6291.585,11.008084
2459068.174772359,6297.416,11.00528
2459068.1761612417,6278.3066,10.99379
2459068.177550125,6294.9385,11.003971
2459068.178939008,6265.7085,11.002443
2459068.180327891,6291.67,10.994481
2459068.181716774,6276.117,10.995177
2459068.1831056573,6288.067,10.997492
2459068.18449454,6286.0796,10.999006
2459068.185883424,6273.4087,10.991079
2459068.1872723065,6283.579,11.00679
2459068.1886611897,6293.5815,11.005328
2459068.1900500725,6288.591,11.006605
2459068.191438956,6273.6743,10.997654
2459068.192827839,6271.2705,11.001646
2459068.194216722,6283.2354,11.004069
2459068.195605605,6283.7095,10.996434
2459068.196994488,6286.9116,11.00111
2459068.198383371,6294.1973,10.997871
2459068.199772254,6296.2397,10.997286
2459068.201161137,6279.02,11.000042
2459068.20255002,6280.315,11.000982
2459068.2039389038,6285.9487,11.001403
2459068.205327786,6282.625,10.994393
2459068.2067166693,6294.5576,11.001719
2459068.2081055525,6298.661,11.013161
2459068.209494436,6271.746,10.989214
2459068.2108833184,6274.3,10.993257
2459068.2122722017,6295.318,11.010783
2459068.2136610844,6280.3413,10.99834
2459068.215049968,6296.787,11.018937
2459068.2164388504,6281.1074,11.006946
2459068.2178277336,6295.8184,11.007423
2459068.219216617,6274.04,11.0034895
2459068.2206055,6271.612,10.99224
2459068.221994383,6290.125,11.006816
2459068.223383265,6283.7363,11.008209
2459068.2247721488,6287.1245,11.001286
2459068.2275499147,6281.8345,10.997097
2459068.228938798,6280.3403,11.010378
2459068.230327681,6281.789,11.008297
2459068.231716564,6266.0215,10.993575
2459068.2331054467,6279.1743,11.004965
2459068.23449433,6293.372,11.003134
2459068.2358832126,6276.405,10.993824
2459068.237272096,6291.0005,11.007357
