Time,Flux,Flux_err
2459056.849757096,6241.969,11.402863
2459056.851145992,6227.3477,11.405291
2459056.852534889,6229.756,11.403685
2459056.853923785,6227.1377,11.396215
2459056.855312682,6245.7085,11.402457
2459056.8567015785,6255.4707,11.403901
2459056.858090475,6242.696,11.416199
2459056.859479372,6215.3916,11.391585
2459056.8608682686,6231.611,11.40462
2459056.8622571654,6229.9375,11.404696
2459056.8636460616,6223.871,11.408074
2459056.8650349583,6218.6265,11.391318
2459056.866423855,6224.365,11.399968
2459056.867812752,6237.5435,11.402804
2459056.8692016485,6229.2817,11.394987
2459056.870590545,6235.716,11.408189
2459056.871979441,6224.4326,11.400127
2459056.873368338,6214.172,11.397565
2459056.8747572345,6235.446,11.405614
2459056.876146131,6215.5884,11.401896
2459056.877535028,6242.2407,11.414603
2459056.8789239246,6236.1577,11.40514
2459056.8803128214,6228.235,11.402978
2459056.8817017176,6248.917,11.39999
2459056.8830906143,6255.4004,11.405755
2459056.884479511,6232.568,11.398478
2459056.885868408,6216.3716,11.393784
2459056.887257304,6220.6846,11.390649
2459056.8886462008,6245.0776,11.410757
2459056.890035097,6230.048,11.4060955
2459056.891423994,6225.872,11.3993225
2459056.8928128905,6242.0015,11.406253
2459056.894201787,6243.594,11.417177
2459056.895590684,6230.9443,11.40767
2459056.89697958,6247.759,11.413945
2459056.898368477,6233.634,11.4036455
2459056.8997573736,6239.039,11.408181
2459056.9011462703,6247.745,11.404793
2459056.902535167,6245.643,11.409672
2459056.903924064,6243.7427,11.41136
2459056.90531296,6214.825,11.397811
2459056.9067018568,6223.0703,11.388642
2459056.908090753,6230.439,11.403656
2459056.9094796497,6244.837,11.424885
2459056.910868546,6232.683,11.414459
2459056.9122574427,6224.8384,11.39662
2459056.9136463394,6227.153,11.390724
2459056.915035236,6226.7295,11.392774
2459056.9164241324,6241.477,11.412363
2459056.917813029,6234.229,11.406834
2459056.919201926,6231.2446,11.397618
2459056.920590822,6229.1646,11.400261
2459056.921979719,6234.475,11.405108
2459056.923368616,6224.444,11.394953
2459056.9247575123,6253.7217,11.40504
2459056.9261464085,6229.2764,11.396886
2459056.9275353053,6243.7466,11.407901
2459056.928924201,6230.0303,11.405275
2459056.9303130982,6240.7705,11.399748
2459056.931701995,6236.3755,11.401344
2459056.933090891,6235.794,11.402897
2459056.934479788,6224.1436,11.393829
2459056.9358686847,6237.2686,11.399559
2459056.937257581,6250.38,11.404107
2459056.9386464776,6244.3457,11.415615
2459056.940035374,6207.5776,11.388656
2459056.9414242706,6234.925,11.400094
2459056.942813168,6235.5527,11.394832
2459056.944202064,6238.005,11.400549
2459056.9455909603,6236.248,11.403075
2459056.946979857,6239.212,11.390861
2459056.9483687533,6210.907,11.386183
2459056.94975765,6215.3325,11.397222
2459056.9511465463,6234.291,11.394278
2459056.952535443,6222.1504,11.385941
2459056.95392434,6231.409,11.396218
2459056.955313236,6218.993,11.383879
2459056.9567021327,6226.934,11.392317
2459056.9580910294,6221.737,11.381094
2459056.9594799257,6220.9062,11.385231
2459056.9608688224,6248.0283,11.395595
2459056.9622577187,6256.787,11.397038
2459056.9636466154,6239.479,11.390594
2459056.965035512,6219.726,11.3767605
2459056.9664244084,6213.461,11.385313
2459056.9678133046,6229.2207,11.379304
2459056.9692022013,6235.8774,11.383075
2459056.9705910976,6225.818,11.386913
2459056.9719799943,6234.143,11.387611
2459056.9733688906,6232.881,11.379054
2459056.974757788,6231.0454,11.382936
2459056.976146684,6237.07,11.379748
2459056.9775355803,6246.366,11.381715
2459056.978924477,6229.7666,11.380379
2459056.9803133733,6240.05,11.381775
2459056.98170227,6230.8296,11.379601
2459056.9830911667,6212.068,11.368221
2459056.984480063,6236.52,11.382542
2459056.98586896,6241.9126,11.382755
2459056.987257856,6234.525,11.381987
2459056.9886467527,6220.2134,11.365744
2459056.990035649,6236.565,11.3812895
2459056.991424545,6238.9395,11.37512
2459056.992813442,6223.6104,11.366405
2459056.9942023386,6232.391,11.377165
2459056.995591235,6223.443,11.372711
2459056.996980132,6224.682,11.372306
2459056.998369028,6225.931,11.36896
2459056.9997579246,6220.9473,11.3739
2459057.001146821,6230.3555,11.370983
2459057.0025357176,6228.296,11.373954
2459057.003924614,6227.8174,11.366391
2459057.0053135105,6228.8423,11.365979
2459057.006702407,6238.2285,11.366556
2459057.0080913035,6244.964,11.3676195
2459057.0094802,6234.469,11.368157
2459057.0108690965,6238.928,11.371697
2459057.0122579928,6247.343,11.373276
2459057.013646889,6238.2188,11.364521
2459057.0150357857,6220.358,11.357297
2459057.0164246825,6206.5215,11.3600235
2459057.0178135787,6240.2007,11.373186
2459057.0192024754,6234.976,11.368519
2459057.020591372,6248.892,11.376199
2459057.021980268,6238.0117,11.363398
2459057.0233691647,6251.2153,11.376471
2459057.024758061,6241.3745,11.377585
2459057.0261469577,6242.294,11.3621025
2459057.027535854,6244.505,11.359133
2459057.02892475,6219.848,11.360105
2459057.030313647,6243.8086,11.359946
2459057.031702543,6231.426,11.358643
2459057.03309144,6237.257,11.3682575
2459057.034480336,6229.9795,11.356901
2459057.035869233,6240.31,11.354236
2459057.037258129,6240.16,11.3689785
2459057.038647026,6233.103,11.363757
2459057.040035922,6222.7095,11.353547
2459057.041424819,6253.7827,11.366065
2459057.042813715,6240.3516,11.362218
2459057.044202612,6234.8237,11.356546
2459057.045591508,6233.391,11.363931
2459057.0469804043,6225.0005,11.350263
2459057.048369301,6234.5083,11.351799
2459057.0497581973,6242.457,11.362839
2459057.051147093,6235.1655,11.367949
2459057.0525359903,6220.3105,11.347341
2459057.0539248865,6232.033,11.355456
2459057.0553137828,6235.8975,11.352976
2459057.0567026795,6243.3994,11.360053
2459057.058091576,6228.652,11.345665
2459057.0594804725,6227.7573,11.353365
2459057.0608693687,6223.1035,11.343231
2459057.062258265,6205.9863,11.34789
2459057.0636471617,6254.434,11.35883
2459057.065036058,6238.483,11.353853
2459057.066424954,6224.566,11.3431015
2459057.067813851,6223.9644,11.348936
2459057.069202747,6215.043,11.347884
2459057.070591644,6219.412,11.34812
2459057.07198054,6223.398,11.348064
2459057.0733694364,6209.811,11.340224
2459057.074758333,6206.743,11.337649
2459057.0761472294,6195.5366,11.328369
2459057.0775361257,6181.625,11.318971
2459057.0789250224,6173.096,11.315522
2459057.080313918,6171.793,11.314774
2459057.081702815,6148.0205,11.306488
2459057.083091711,6156.1357,11.304421
2459057.084480608,6151.704,11.296745
2459057.085869504,6150.3335,11.31158
2459057.0872584004,6159.878,11.307751
2459057.088647297,6145.566,11.304562
2459057.0900361934,6130.499,11.2900305
2459057.0914250896,6131.37,11.297801
2459057.0928139864,6126.8506,11.300474
2459057.0942028826,6134.1196,11.29859
2459057.095591779,6128.0156,11.30267
2459057.096980676,6124.5664,11.30177
2459057.098369572,6125.5967,11.290103
2459057.099758468,6133.863,11.297803
2459057.101147365,6126.0596,11.28944
2459057.102536261,6120.152,11.286939
2459057.1039251573,6149.2188,11.298975
2459057.1053140536,6130.9087,11.290382
2459057.1067029503,6134.337,11.298536
2459057.1080918466,6122.628,11.291432
2459057.109480743,6096.906,11.279188
2459057.110869639,6129.0005,11.297615
2459057.112258536,6118.215,11.292044
2459057.113647432,6121.4004,11.288762
2459057.1150363283,6119.637,11.292216
2459057.1164252246,6132.316,11.295775
2459057.1178141213,6116.7974,11.290879
2459057.1192030176,6150.586,11.302777
2459057.120591914,6142.701,11.311581
2459057.12198081,6113.8936,11.289159
2459057.123369707,6128.275,11.295477
2459057.124758603,6132.7417,11.304892
2459057.1261475,6123.529,11.292815
2459057.127536396,6119.405,11.291277
2459057.1289252923,6128.1777,11.290022
2459057.1303141885,6130.5913,11.296786
2459057.131703085,6165.9126,11.318287
2459057.133091981,6126.563,11.311802
2459057.1344808773,6133.7964,11.305314
2459057.135869774,6140.998,11.305819
2459057.1372586703,6140.359,11.312551
2459057.1386475665,6140.859,11.306829
2459057.140036463,6145.369,11.308658
2459057.1414253595,6145.042,11.305533
2459057.142814256,6141.2236,11.302544
2459057.144203152,6132.756,11.302788
2459057.1455920483,6157.3823,11.314758
2459057.146980945,6158.5386,11.315056
2459057.1483698413,6131.5283,11.299025
2459057.149758737,6145.2446,11.30697
