Time,Flux,Flux_err
2459045.656581205,6241.8115,11.515105
2459045.657970115,6230.966,11.506559
2459045.659359025,6225.2593,11.51047
2459045.660747935,6253.9004,11.517878
2459045.6621368453,6220.9243,11.505517
2459045.663525755,6224.192,11.504101
2459045.6649146653,6226.962,11.510311
2459045.666303575,6228.5796,11.507006
2459045.6676924853,6232.6626,11.5080595
2459045.6690813955,6217.436,11.509056
2459045.6704703053,6243.1147,11.52263
2459045.6718592155,6221.1357,11.524222
2459045.6732481257,6235.8447,11.530031
2459045.6746370355,6215.4487,11.507367
2459045.6760259457,6249.491,11.535989
2459045.6774148555,6226.6226,11.515789
2459045.6788037657,6235.2144,11.522427
2459045.680192676,6236.507,11.526986
2459045.6815815857,6245.191,11.534293
2459045.682970496,6217.587,11.527478
2459045.6843594057,6222.4004,11.522644
2459045.685748316,6225.703,11.5393505
2459045.6871372256,6245.916,11.5358715
2459045.688526136,6210.4746,11.528277
2459045.6899150456,6220.608,11.52553
2459045.691303956,6231.609,11.540255
2459045.6926928656,6236.049,11.541725
2459045.694081776,6229.0605,11.53853
2459045.6954706856,6220.437,11.529105
2459045.696859596,6257.0615,11.550052
2459045.698248506,6233.5503,11.532373
2459045.699637416,6213.476,11.537275
2459045.701026326,6233.9023,11.533523
2459045.702415236,6225.457,11.542851
2459045.703804146,6233.743,11.547019
2459045.705193056,6211.5938,11.534267
2459045.706581966,6223.7427,11.557177
2459045.707970876,6230.082,11.545596
2459045.709359786,6222.4756,11.541003
2459045.710748696,6231.4243,11.5563545
2459045.712137606,6228.625,11.549193
2459045.713526516,6232.512,11.5516205
2459045.714915426,6246.624,11.554981
2459045.716304336,6231.2856,11.551371
2459045.717693246,6233.4,11.553119
2459045.719082156,6212.233,11.536316
2459045.720471066,6209.7866,11.541862
2459045.721859976,6216.715,11.557
2459045.723248886,6216.2827,11.547811
2459045.724637796,6235.323,11.562106
2459045.726026706,6233.9824,11.566384
2459045.727415616,6226.6177,11.553887
2459045.728804526,6219.0776,11.557084
2459045.730193436,6244.233,11.558091
2459045.731582346,6218.2393,11.562166
2459045.732971256,6256.939,11.568128
2459045.734360166,6224.285,11.561747
2459045.735749076,6251.254,11.576642
