Time,Phase,Normalised flux,Flux uncertainty,Best fit curve
2458326.420914135,-0.09601493756099444,1.0004069441190426,0.001887868421554391,1.0
2458326.422303031,-0.09551865135495063,1.0004608389208267,0.001888329739805168,1.0
2458326.4236919275,-0.09502236514890683,0.9968467767646199,0.001886606709853526,1.0
2458326.425080824,-0.09452607877653918,1.0005749127567158,0.001888597323245588,1.0
2458326.4264697195,-0.09402979290325675,1.0012637793189043,0.0018904298691443662,1.0
2458326.427858616,-0.0935335065308891,0.9988548631979551,0.0018889356128211749,1.0
2458326.429247512,-0.09303722049128282,0.9986892272805521,0.0018880086553891382,1.0
2458326.4306364083,-0.09254093428523902,0.9992582854676377,0.0018882992576046739,1.0
2458326.4320253045,-0.09204464807919521,1.0012070662613402,0.0018897543898664063,1.0
2458326.4334142003,-0.09154836203958894,1.003050599410606,0.0018888471515898441,1.0
2458326.4348030966,-0.09105207583354513,1.0032613495718545,0.0018902425764485468,1.0
2458326.436191993,-0.09055578962750133,1.0015957105404425,0.001888367135494434,1.0
2458326.437580889,-0.09005950342145752,1.0001370464452957,0.001890438511005331,1.0
2458326.4389697853,-0.0895632172155274,1.002101716525254,0.0018910300856695601,1.0
2458326.440358681,-0.08906693117580744,1.0012938050052795,0.001888888396835358,1.0
2458326.4417475774,-0.08857064496987732,0.9987347955644321,0.0018887772310784015,1.0
2458326.4431364737,-0.08807435876383352,1.0015233956234906,0.0018887602616059612,1.0
2458326.44452537,-0.08757807255778971,0.9983174926280813,0.0018885787825257002,1.0
2458326.445914266,-0.0870817863517459,1.0003787041258092,0.0018898991017563809,1.0
2458326.447303162,-0.08658550031213963,1.0011673568249397,0.0018888036280355306,1.0
2458326.448692058,-0.08608921410609582,0.9982379140602715,0.0018897242219154018,1.0
2458326.4500809545,-0.08559292790005202,1.0015022289712876,0.0018878113852720231,1.0
2458326.4514698507,-0.08509664169400821,0.9986564127281263,0.0018884543397278066,1.0
2458326.452858747,-0.0846003554880781,0.9972823784795687,0.0018885492430736747,1.0
2458326.454247643,-0.08410406944835813,1.0022226637231397,0.0018893995236302415,1.0
2458326.455636539,-0.08360778324242801,1.0012608666873972,0.001889471722450484,1.0
2458326.457025435,-0.08311149720270805,0.9979164245309513,0.0018901008499287238,1.0
2458326.458414331,-0.08261521099677793,0.998983458357528,0.0018901805121743448,1.0
2458326.459803228,-0.0821189246242966,0.9991752075908034,0.0018891067216682785,1.0
2458326.461192124,-0.08162263841825279,1.0002274921361565,0.0018889224143426105,1.0
2458326.46258102,-0.08112635237864652,0.9974721672500856,0.001890471821451232,1.0
2458326.463969916,-0.08063006617260271,0.9992524783203829,0.0018886361330575573,1.0
2458326.465358812,-0.08013378013299643,1.0004280107575705,0.0018909728922624472,1.0
2458326.466747708,-0.07963749392695263,1.000894276606823,0.0018897218650442298,1.0
2458326.4681366044,-0.07914120772102251,1.0008359917179055,0.0018911003204304922,1.0
2458326.4695255007,-0.0786449215149787,1.0005411971730138,0.0018907018520776411,1.0
2458326.4709143965,-0.07814863547525874,0.9994078380872089,0.0018895903516328195,1.0
2458326.4723032927,-0.07765234926932862,0.9987311408698876,0.001890030222355929,1.0
2458326.473692189,-0.07715606306328482,1.0044928131309785,0.0018910394345918763,1.0
2458326.475081085,-0.07665977685724101,0.9972742633205468,0.0018894269418982118,1.0
2458326.476469981,-0.07616349081763474,0.9993289119217837,0.0018901883684115856,1.0
2458326.4778588773,-0.07566720461159093,0.999112112584696,0.0018894047873091928,1.0
2458326.479247773,-0.07517091857198466,1.002616571651138,0.0018896660857598202,1.0
2458326.48063667,-0.07467463219950332,1.0030299729730898,0.001891193024029933,1.0
2458326.482025566,-0.0741783459935732,0.9999307979969791,0.0018923280931864774,1.0
2458326.483414462,-0.07368205995385324,0.9979588932997769,0.0018915009885297706,1.0
2458326.484803358,-0.07318577374792312,0.997612752847313,0.0018892834870061956,1.0
2458326.4861922543,-0.07268948754187932,0.9986183510844137,0.0018921431573618297,1.0
2458326.4875811506,-0.07219320133583551,1.0017080935840859,0.0018920914633207856,1.0
2458326.4889700464,-0.07169691529622924,0.9973592937743357,0.0018894024304380206,1.0
2458326.4903589427,-0.07120062909018543,1.0016285136157548,0.0018922647719143168,1.0
2458326.491747839,-0.07070434288414162,0.9994867241291504,0.0018914146484824948,1.0
2458326.4931367347,-0.07020805684453535,0.9996216667046368,0.0018907060944457514,1.0
2458326.494525631,-0.06971177063849154,1.0001944318916731,0.0018908005264173851,1.0
2458326.495914527,-0.06921548443244774,0.9985993414844173,0.0018908820741599442,1.0
2458326.4973034235,-0.06871919822640393,1.0023183144440497,0.001892801510042605,1.0
2458326.49869232,-0.06822291185403628,0.9956315857010961,0.001890446210117827,1.0
2458326.5000812155,-0.06772662598075385,1.0004203157927845,0.001891466735335401,1.0
2458326.501470112,-0.06723033977482373,1.0006802024500265,0.0018909216695956377,1.0
2458326.502859008,-0.06673405356877993,0.9995137680336558,0.0018917487742523443,1.0
2458326.504247904,-0.06623776752917365,1.002758401075535,0.0018930331119164623,1.0
2458326.5056368,-0.06574148132312985,0.9979254811836975,0.0018912393758296537,1.0
2458326.5070256963,-0.06524519511708604,0.9967581189735715,0.0018916037481128798,1.0
2458326.5084145926,-0.06474890891104224,0.9944923393197874,0.0018906614710182239,1.0
2458326.509803489,-0.06425262270499843,0.9965997914858882,0.0018892530048057012,1.0
2458326.5111923846,-0.06375633666539215,1.0005017441597914,0.0018923400346670832,1.0
2458326.512581281,-0.06326005045934835,0.9988191636635767,0.0018924093266795468,1.0
2458326.513970177,-0.06276376425341823,1.001245578303891,0.0018923900003359345,1.0
2458326.5153590734,-0.062267478047374425,1.0011518165346136,0.0018950727482289068,1.0
2458326.516747969,-0.06177119200776815,0.9994611904935323,0.0018917046221990509,1.0
2458326.518136865,-0.06127490596804819,0.999972505136214,0.0018932999097331586,1.0
2458326.5195257617,-0.06077861959568054,1.0021898276309302,0.0018933992125718818,1.0
2458326.520914658,-0.06028233338963673,1.0001112912622578,0.001893044582022834,1.0
2458326.5223035538,-0.05978604735003046,1.0005533445596677,0.001893316407831364,1.0
2458326.52369245,-0.05928976114398665,1.0017083301842862,0.0018929636627792541,1.0
